conceptId,fsn,displayTermEn,displayTermFr,publicPicklistTermEn,publicPicklistTermFr,picklistTermEn,picklistTermFr,abbreviationEn,abbreviationFr,genericParentConceptId,din,marketAuthorizationHolder,shelfStatus,typicalDoseSize,typicalDoseSizeUOM,strength,route,passive,lastUpdated
7581000087103,"Agriflu 15 micrograms per 0.5 milliliter suspension for injection Novartis Vaccines and Diagnostics, Inc. (product)",Inf Agriflu NVD,Inf Agriflu NVD,Agriflu®,Agriflu®,Agriflu® (Inf),Agriflu® (Inf),Inf (TIV),Inf,7691000087100,N/A,"Novartis Vaccines and Diagnostics, Inc.",Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21931000087105,FLUZONE High-Dose 60 micrograms per 0.5 milliliter suspension for injection Sanofi Pasteur Limited (product),Inf FLUZONE High-Dose SP,Inf FLUZONE haute dose SP,FLUZONE® High-Dose,FLUZONE® High-Dose,FLUZONE® High-Dose (Inf),FLUZONE® High-Dose (Inf),Inf (TIV),Inf,7691000087100,02445646,Sanofi Pasteur Ltd.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
8651000087109,FLUZONE suspension for injection Sanofi Pasteur SA (product),Inf FLUZONE SP,Inf FLUZONE SP,Fluzone® (trivalent),Fluzone® (trivalent),Fluzone® (trivalent) (Inf),Fluzone® (trivalent) (Inf),Inf (TIV),Inf,7691000087100,00539260,Sanofi Pasteur Ltd.,Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7561000087109,Vaxigrip 15 micrograms per 0.5 milliliter suspension for injection Sanofi Pasteur SA (product),Inf Vaxigrip SP,Inf Vaxigrip SP,Vaxigrip®,Vaxigrip®,Vaxigrip® (Inf),Vaxigrip® (Inf),Inf (TIV),Inf,7691000087100,02223929,Sanofi Pasteur Ltd.,Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7151000087100,IXIARO 6 micrograms per 0.5 milliliter suspension for injection Intercell AG (product),JE IXIARO IAG,EJ IXIARO IAG,IXIARO,IXIARO,IXIARO (JE),IXIARO (EJ),JE,EJ,333697005,02333279,Intercell AG,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
9821000087106,JE-VAX 50 nanograms per milliliter suspension for injection The Research Foundation for Microbial Diseases of Osaka University (product),JE JE-VAX Bik,EJ JE-VAX Bik,JE-VAX®,JE-VAX®,JE-VAX® (JE),JE-VAX® (EJ),JE,EJ,333697005,02048744,(BIKEN) The Research Foundation for Microbial Diseases of Osaka University,Cancelled,"0.5 (1-3 years), 1.0 (3 years and older)",ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
21771000087109,IXIARO 6 micrograms per 0.5 milliliter suspension for injection Valneva Austria GmbH (product),JE IXIARO VAL,EJ IXIARO VAL,IXIARO,IXIARO,IXIARO (JE),IXIARO (EJ),JE,EJ,333697005,02333279,Valneva Austria GmbH,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7571000087100,FLUMIST 0.2 milliliter intranasal spray AstraZeneca Canada (product),Inf FLUMIST AZC,Inf FLUMIST AZC,Flumist® (trivalent),Flumist® (trivalent),Flumist® (trivalent) (LAIV)),Flumist® (trivalent) (VVAI),LAIV,VVAI,409269001,02352621,AstraZeneca Canada,Cancelled,0.2,ml,See Product Monograph,Intranasal: IN,FALSE,2019-11-07
20741000087105,FLUMIST QUADRIVALENT 0.2 milliliter intranasal spray AstraZeneca Canada (product),Inf FLUMIST QUADRIVALENT AZC,Inf FLUMIST QUADRIVALENT AZC,FLUMIST® QUADRIVALENT,FLUMIST® QUADRIVALENT,FLUMIST® QUADRIVALENT (LAIV),FLUMIST® QUADRIVALENT (VVAI),LAIV,VVAI,409269001,02426544,AstraZeneca Canada,Marketed,0.2,ml,See Product Monograph,Intranasal: IN,FALSE,2019-11-07
7171000087106,PRIORIX powder and diluent for solution for injection GlaxoSmithKline Inc. (product),MMR PRIORIX GSK,RRO PRIORIX GSK,Priorix®,Priorix®,Priorix® (MMR),Priorix® (RRO),MMR,RRO,61153008,02239208,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM/Subcutaneous: SC,FALSE,2019-11-07
7161000087102,M-M-R II powder and diluent for solution for injection Merck Canada Inc. (product),MMR M-M-R II MC,RRO M-M-R II MC,M-M-R® II,M-M-R® II,M-M-R® II (MMR),M-M-R® II (RRO),MMR,RRO,419550004,00466085,Merck Canada Inc.,Marketed,0.5,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
19441000087102,ProQuad powder and diluent for solution for injection Merck Canada Inc. (product),MMR-Var ProQuad MC,RRO-Var ProQuad MC,ProQuad®,ProQuad®,ProQuad® (MMR-Var),ProQuad® (RRO-Var),MMR-Var,RRO-Var,419550004,02399229,Merck Canada Inc.,Marketed,0.5,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
7181000087108,PRIORIX-TETRA powder and solution for injection GlaxoSmithKline Inc. (product),MMR-Var PRIORIX-TETRA GSK,RRO-Var PRIORIX-TETRA GSK,Priorix-Tetra®,Priorix-Tetra®,Priorix-Tetra® (MMR-Var),Priorix-Tetra® (RRO-Var),MMR-Var,RRO-Var,419550004,02297884,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM/Subcutaneous: SC,FALSE,2019-11-07
23031000087108,Trumenba suspension for injection Pfizer Canada Inc. (product),Men-B Trumenba Pfiz,Men-B Trumenba Pfiz,Trumenba®,Trumenba®,Trumenba® (Men-B),Trumenba® (Men-B),Men-B,Men-B,785864002,02468751,Pfizer Canada Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21671000087103,BEXSERO suspension for injection GlaxoSmithKline Inc. (product),Men-B BEXSERO GSK,Men-B BEXSERO GSK,BEXSERO®,BEXSERO®,BEXSERO® (Men-B),BEXSERO® (Men-B),Men-B,Men-B,785864002,02417030,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21781000087106,NIMENRIX powder and diluent for solution for injection Pfizer Canada Inc. (product),Men-C-ACYW-135 NIMENRIX Pfiz,Men-C-ACYW-135 NIMENRIX Pfiz,Nimenrix®,Nimenrix®,Nimenrix® (Men-C-ACYW-135),Nimenrix® (Men-C-ACYW-135),Men-C-ACYW-135,Men-C-ACYW-135,7121000087107,02402904,Pfizer Canada Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7141000087103,Menveo powder and solution for injection Novartis Vaccines and Diagnostics Inc. (product),Men-C-ACYW-135 Menveo NVD,Men-C-ACYW-135 Menveo NVD,Menveo®,Menveo®,Menveo® (Men-C-ACYW-135),Menveo® (Men-C-ACYW-135),Men-C-ACYW-135,Men-C-ACYW-135,7121000087107,02347393,"Novartis Vaccines and Diagnostics, Inc.",Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7131000087109,Menactra solution for injection Sanofi Pasteur Limited (product),Men-C-ACYW-135 Menactra SP,Men-C-ACYW-135 Menactra SP,Menactra®,Menactra®,Menactra® (Men-C-ACYW-135),Menactra® (Men-C-ACYW-135),Men-C-ACYW-135,Men-C-ACYW-135,7121000087107,02279924,Sanofi Pasteur Ltd.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
19351000087108,NIMENRIX powder and diluent for solution for injection GlaxoSmithKline Inc. (product),Men-C-ACYW-135 NIMENRIX GSK,Men-C-ACYW-135 NIMENRIX GSK,Nimenrix®,Nimenrix®,Nimenrix® (Men-C-ACYW-135),Nimenrix® (Men-C-ACYW-135),Men-C-ACYW-135,Men-C-ACYW-135,7121000087107,02402904,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21681000087101,Menveo powder and solution for injection GlaxoSmithKline Inc. (product),Men-C-ACYW-135 Menveo GSK,Men-C-ACYW-135 Menveo GSK,Menveo®,Menveo®,Menveo® (Men-C-ACYW-135),Menveo® (Men-C-ACYW-135),Men-C-ACYW-135,Men-C-ACYW-135,7121000087107,02347393,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21891000087103,NeisVac-C 10 micrograms per 0.5 milliliter suspension for injection Pfizer Canada ULC (product),Men-C-C NeisVac-C Pfiz,Men-C-C NeisVac-C Pfiz,NeisVac-C®,NeisVac-C®,NeisVac-C® (Men-C-C),NeisVac-C® (Men-C-C),Men-C-C,Men-C-C,359068008,N/A,Pfizer Canada,Marketed,0.5,ml,10mcg/0.5ml,Intramuscular: IM,FALSE,2019-11-07
7081000087109,NeisVac-C 10 micrograms per 0.5 milliliter suspension for injection GlaxoSmithKline Inc. (product),Men-C-C NeisVac-C GSK,Men-C-C NeisVac-C GSK,NeisVac-C®,NeisVac-C®,NeisVac-C® (Men-C-C),NeisVac-C® (Men-C-C),Men-C-C,Men-C-C,359068008,02245057,GlaxoSmithKline Inc.,Marketed,0.5,ml,10mcg/0.5ml,Intramuscular: IM,FALSE,2019-11-07
7071000087107,MENJUGATE 10 micrograms powder and diluent for suspension for injection Novartis Vaccines and Diagnostics S.r.l. (product),Men-C-C MENJUGATE NVD,Men-C-C MENJUGATE NVD,MENJUGATE®,MENJUGATE®,MENJUGATE® (Men-C-C),MENJUGATE® (Men-C-C),Men-C-C,Men-C-C,359068008,02440709,"Novartis Vaccines and Diagnostics, Inc.",Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21701000087104,MENJUGATE 10 micrograms powder and diluent for suspension for injection GlaxoSmithKline Inc. (product),Men-C-C MENJUGATE GSK,Men-C-C MENJUGATE GSK,MENJUGATE®,MENJUGATE®,MENJUGATE® (Men-C-C),MENJUGATE® (Men-C-C),Men-C-C,Men-C-C,359068008,02243820,GlaxoSmithKline Inc.,Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
21691000087104,MENJUGATE Liquid 10 micrograms suspension for injection GlaxoSmithKline Inc. (product),Men-C-C MENJUGATE Liquid GSK,Men-C-C MENJUGATE liquide GSK,MENJUGATE® Liquid,MENJUGATE® Liquid,MENJUGATE® Liquid(Men-C-C),MENJUGATE® liquid (Men-C-C),Men-C-C,Men-C-C,359068008,02440709,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7061000087103,"Meningitec 10 micrograms suspension for injection Berna Biotech, AG (product)",Men-C-C Meningitec BB,Men-C-C Meningitec BB,Meningitec®,Meningitec®,Meningitec® (Men-C-C),Meningitec® (Men-C-C),Men-C-C,Men-C-C,359068008,02248649,"Berna Biotech, AG",Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
20851000087103,MENHIBRIX solution for injection GlaxoSmithKline Biologicals (product),Men-C-CY-Hib MENHIBRIX GSK,Men-C-CY-Hib MENHIBRIX GSK,MENHIBRIX®,MENHIBRIX®,MENHIBRIX® (Men-C-CY-Hib),MENHIBRIX® (Men-C-CY-Hib),Men-C-CY-Hib,Men-C-CY-Hib,20681000087105,N/A,GlaxoSmithKline Biologicals,International,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7111000087104,MENOMUNE - A/C/Y/W-135 powder and diluent for solution for injection Sanofi Pasteur Inc. (product),Men-P-ACYW-135 MENOMUNE-A/C/Y/W-135 SP,Men-P-ACYW-135 MENOMUNE-A/C/Y/W-135 SP,Menomune®-A/C/Y/W-135,Menomune®-A/C/Y/W-135,Menomune®-A/C/Y/W-135 (Men-P-ACYW-135),Menomune®-A/C/Y/W-135 (Men-P-ACYW-135),Men-P-ACYW-135,Men-P-ACYW-135,7101000087101,02161184,Sanofi Pasteur Ltd.,Cancelled,0.5,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
7671000087104,SYNFLORIX 16 micrograms per 0.5 milliliter suspension for injection GlaxoSmithKline Inc. (product),Pneu-C-10 SYNFLORIX GSK,Pneu-C-10 SYNFLORIX GSK,Synflorix®,Synflorix®,Synflorix® (Pneu-C-10),Synflorix® (Pneu-C-10),Pneu-C-10,Pneu-C-10,7661000087108,02320541,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7681000087102,Prevnar 13 suspension for injection Pfizer Canada Inc. (product),Pneu-C-13 Prevnar 13 Pfiz,Pneu-C-13 Prevnar 13 Pfiz,Prevnar® 13,Prevnar® 13,Prevnar® 13 (Pneu-C-13),Prevnar® 13 (Pneu-C-13),Pneu-C-13,Pneu-C-13,448964007,02335204,Pfizer Canada Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7651000087105,Prevnar 7 micrograms per 0.5 milliliter suspension for injection Pfizer Inc. (product),Pneu-C-7 Prevnar Pfiz,Pneu-C-7 Prevnar Pfiz,Prevnar®,Prevnar®,Prevnar® (Pneu-C-7),Prevnar® (Pneu-C-7),Pneu-C-7,Pneu-C-7,125714002,02244081,Pfizer Canada Inc.,Cancelled,0.5,ml,10 mcg / 0.5 ml,Intramuscular: IM,FALSE,2019-11-07
7641000087107,Pneumovax 23 solution for injection Merck Canada Inc. (product),Pneu-P-23 Pneumovax 23 MC,Pneu-P-23 Pneumovax 23 MC,Pneumovax® 23,Pneumovax® 23,Pneumovax® 23 (Pneu-P-23),Pneumovax® 23 (Pneu-P-23),Pneu-P-23,Pneu-P-23,7251000087108,00431648,Merck Canada Inc.,Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM/Subcutaneous: SC,FALSE,2019-11-07
7631000087101,Pneumo 23 solution for injection Sanofi Pasteur SA (product),Pneu-P-23 Pneumo 23 SP,Pneu-P-23 Pneumo 23 SP,Pneumo® 23,Pneumo® 23,Pneumo® 23 (Pneu-P-23),Pneumo® 23 (Pneu-P-23),Pneu-P-23,Pneu-P-23,7251000087108,02231259,Sanofi Pasteur Ltd.,Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM/Subcutaneous: SC,FALSE,2019-11-07
19411000087103,SYNAGIS 100 milligrams per milliliter powder for solution for injection Boehringer Ingelheim (BI) Pharma KG (product),RSVAb SYNAGIS BI,RSVAc SYNAGIS BI,SYNAGIS®,SYNAGIS®,SYNAGIS® (RVSAb),SYNAGIS® (RSVAb),RSVAb,RSVAb,108725001,02438364,Boehringer Ingelheim (BI) Pharma KG,Marketed,See Product Monogragh,ml,See Product Monograph,Intramuscular: IM,TRUE,2019-11-07
21711000087102,RabAvert 2.5 international units per milliliter powder for solution for injection GlaxoSmithKline Inc. (product),Rab RabAvert GSK,Rage RabAvert GSK,RabAvert®,RabAvert®,RabAvert® (Rab),RabAvert® (Rage),Rab,Rage,3526007,02267667,GlaxoSmithKline Inc.,Marketed,1,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7381000087106,Imovax Rabies 2.5 international units per milliliter powder for solution for injection Sanofi Pasteur Limited (product),Rab Imovax Rabies SP,Rage Imovax Rage SP,Imovax® Rabies,Imovax® Rabies,Imovax® Rabies (Rab),Imovax® Rabies (Rage),Rab,Rage,3526007,01908286,Sanofi Pasteur Ltd.,Marketed,1,ml,2.5IU/1.0ml,Intramuscular: IM,FALSE,2019-11-07
7391000087108,RabAvert 2.5 international units per milliliter powder for solution for injection Novartis Vaccines and Diagnostics Gmbh (product),Rab RabAvert NVD,Rage RabAvert NVD,RabAvert®,RabAvert®,RabAvert® (Rab),RabAvert® (Rage),Rab,Rage,3526007,02267667,"Novartis Vaccines and Diagnostics, Inc.",Marketed,1,ml,≥ 2.5 IU of rabies antigen,Intramuscular: IM,FALSE,2019-11-07
7971000087108,IMOGAM 150 international units per milliliter solution for injection Sanofi Pasteur SA (product),RabIg IMOGAM SP,RIg IMOGAM SP,IMOGAM®,IMOGAM®,IMOGAM® (RabIg),IMOGAM® (RIg),RabIg,RIg,80834004,02237328,Sanofi Pasteur,Marketed,See Product Monogragh,ml,See Product Monograph,Intramuscular: IM,TRUE,2019-11-07
7961000087104,HYPERRAB S/D 150 international units per milliliter solution for injection Grifols Canada Limited (product),RabIg HYPERRAB Grif,RIg HYPERRAB Grif,HYPERRAB®,HYPERRAB®,HYPERRAB® (RabIg),HYPERRAB® (RabIg),RabIg,RIg,80834004,02230700,Grifols Canada Ltd.,Marketed,See Product Monogragh,ml,See Product Monograph,Intramuscular: IM,TRUE,2019-11-07
7191000087105,ROTARIX 1000000 units per milliliter oral suspension GlaxoSmithKline Inc. (product),Rota ROTARIX GSK,Rota ROTARIX GSK,Rotarix®,Rotarix®,Rotarix® (Rota-1),Rotarix® (Rota-1),Rota-1,Rota-1,7811000087105,02300591,GlaxoSmithKline Inc.,Marketed,1.5,ml,See Product Monograph,Oral: PO,FALSE,2019-11-07
7201000087107,RotaTeq 115000000 units per 2 milliliter oral solution Merck Canada Inc. (product),Rota RotaTeq MC,Rota RotaTeq MC,RotaTeq®,RotaTeq®,RotaTeq® (Rota-5),RotaTeq® (Rota-5),Rota-5,Rota-5,7821000087102,02284413,Merck Canada Inc.,Marketed,2,ml,See Product Monograph,Oral: PO,FALSE,2019-11-07
7211000087109,FSME-IMMUN 2.4 micrograms per 0.5 milliliter suspension for injection Baxter AG (product),TBE FSME-IMMUN BAG,ETT FSME-IMMUN BAG,FSME-IMMUN,FSME-IMMUN,FSME-IMMUN (TBE),FSME-IMMUN (ET),TBE,ET,333699008,02264625,Baxter AG,Cancelled,0.5,ml,2.4µg TBE virus antigen/0.5ml,Intramuscular: IM,FALSE,2019-11-07
7981000087105,HYPERTET S/D 250 units per dose solution for injection Grifols Canada Limited (product),TIg HYPERTET Grif,TIg HYPERTET Grif,HYPERTET®,HYPERTET®,HYPERTET® (Tig),HYPERTET® (Tig),TIg,TIg,86337009,02379619,Grifols Canada Ltd.,Approved,See Product Monogragh,ml,See Product Monograph,Intramuscular: IM,TRUE,2019-11-07
7371000087109,Td ADSORBED 5 limit of flocculation units and 2 limit of flocculation units per 0.5 milliliter suspension for injection Sanofi Pasteur Limited (product),Td ADSORBED SP,Td ADSORBED SP,Td Adsorbed,Td Adsorbed,Td Adsorbed (Td),Td Adsorbed (dT),Td,dT,68208009,00514462,Sanofi Pasteur Ltd.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7531000087102,Td Polio Adsorbed suspension for injection Sanofi Pasteur Limited (product),Td-IPV Td Polio Adsorbed SP,dT-VPI Td Polio adsorbées SP,Td Polio Adsorbed,Td Polio Adsorbed,Td Polio Adsorbed (Td-IPV),Td Polio Adsorbed (dT-VPI),Td-IPV,dT-VPI,7911000087101,00615358,Sanofi Pasteur Ltd.,Cancelled,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7441000087109,BOOSTRIX suspension for injection GlaxoSmithKline Inc. (product),Tdap BOOSTRIX GSK,dcaT BOOSTRIX GSK,Boostrix®,Boostrix®,Boostrix® (Tdap),Boostrix® (dcaT),Tdap,dcaT,7851000087109,02247600,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7431000087103,ADACEL suspension for injection Sanofi Pasteur Limited (product),Tdap ADACEL SP,dcaT ADACEL SP,Adacel®,Adacel®,Adacel® (Tdap),Adacel® (dcaT),Tdap,dcaT,7851000087109,02240255,Sanofi Pasteur Ltd.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7491000087102,BOOSTRIX-POLIO suspension for injection GlaxoSmithKline Inc. (product),Tdap-IPV BOOSTRIX-POLIO GSK,dcaT-VPI BOOSTRIX-POLIO GSK,Boostrix®-Polio,Boostrix®-Polio,Boostrix®-Polio (Tdap-IPV),Boostrix®-Polio (dcaT-VPI),Tdap-IPV,dcaT-VPI,7891000087104,02312557,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7481000087104,ADACEL-POLIO suspension for injection Sanofi Pasteur Limited (product),Tdap-IPV ADACEL-POLIO SP,dcaT-VPI ADACEL-POLIO SP,Adacel®-Polio,Adacel®-Polio,Adacel®-Polio (Tdap-IPV),Adacel®-Polio (dcaT-VPI),Tdap-IPV,dcaT-VPI,7891000087104,02352044,Sanofi Pasteur Ltd.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7311000087102,TYPHIM Vi 25 micrograms per 0.5 milliliter solution for injection Sanofi Pasteur Limited (product),Typh-I TYPHIM Vi SP,Typh-I TYPHIM Vi SP,Typhim Vi®,Typhim Vi®,Typhim Vi® (Typh-I),Typhim Vi® (Typh-I),Typh-I,Typh-I,346639000,02130955,Sanofi Pasteur Ltd.,Marketed,0.5,ml,25mcg/0.5ml,Intramuscular: IM,FALSE,2019-11-07
7301000087104,TYPHERIX 25 micrograms per 0.5 milliliter liquid for injection GlaxoSmithKline Inc. (product),Typh-I TYPHERIX GSK,Typh-I TYPHERIX GSK,Typherix®,Typherix®,Typherix® (Typh-I),Typherix® (Typh-I),Typh-I,Typh-I,346639000,02242727,GlaxoSmithKline Inc.,Cancelled,0.5,ml,25mcg/0.5ml,Intramuscular: IM,FALSE,2019-11-07
24211000087105,Vivotif 10 billion units enteric coated capsule PaxVax Berna GmbH (product),Typh-O Vivotif Pax,Typh-O Vivotif Pax,Vivotif®,Vivotif®,Vivotif® (Typh-O),Vivotif® (Typh-O),Typh-O,Typh-O,346696005,00885975,PaxVax Berna GmbH,Marketed,1,mg,See Product Monograph,Oral: PO,FALSE,2019-11-07
7321000087105,Vivotif 10 billion units enteric coated capsule Crucell Switzerland LTD (product),Typh-O Vivotif CS,Typh-O Vivotif CS,Vivotif®,Vivotif®,Vivotif® (Typh-O),Vivotif® (Typh-O),Typh-O,Typh-O,346696005,00885975,Crucell Switzerland LTD,Marketed,1,capsule,See Product Monograph,Oral: PO,FALSE,2019-11-07
7241000087105,VARIVAX III 1350 plaque forming units powder and diluent for solution for injection Merck Canada Inc. (product),Var VARIVAX III MC,Var VARIVAX III MC,Varivax® III,Varivax® III,Varivax® III (Var),Varivax® III (Var),Var,Var,108729007,02246081,Merck Canada Inc.,Marketed,0.5,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
7231000087104,VARILRIX 3300000 plaque forming units per 0.5 milliliter powder and diluent for solution for injection GlaxoSmithKline Inc. (product),Var VARILRIX GSK,Var VARILRIX GSK,Varilrix®,Varilrix®,Varilrix® (Var),Varilrix® (Var),Var,Var,108729007,02241047,GlaxoSmithKline Inc.,Marketed,0.5,ml,> 3300000 PFU/0.5ml,Subcutaneous: SC,FALSE,2019-11-07
7991000087107,VariZIG 125 international units powder and diluent for solution for injection Cangene Corporation (product),VarIg VariZIG Cang,VarIg VariZIG Cang,VariZIG®,VariZIG®,VariZIG® (VarIg),VariZIG® (VarIg),VarIg,VarIg,62294009,02442183,Cangene Corporation,Marketed,See Product Monogragh,ml,See Product Monograph,Intramuscular: IM,TRUE,2019-11-07
7221000087101,YF-VAX 109648 plaque forming units per 0.5 milliliter powder and diluent for suspension for injection Sanofi Pasteur Limited (product),YF-VAX SP,FJ YF-VAX SP,YF-Vax®,YF-Vax®,YF-Vax® (YF),YF-Vax® (FJ),YF,FJ,56844000,00428833,Sanofi Pasteur Ltd.,Marketed,0.5,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
23011000087103,SHINGRIX 50 micrograms per 0.5 milliliter powder and suspension for suspension for injection GlaxoSmithKline Inc. (product),Zos SHINGRIX GSK,Zona SHINGRIX GSK,SHINGRIX,SHINGRIX,SHINGRIX (Zos),SHINGRIX (Zos),Zos,Zos,23001000087100,02468425,GlaxoSmithKline Inc.,Marketed,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
7411000087108,ZOSTAVAX 19400 plaque forming units per 0.65 milliliter powder and diluent for suspension for injection Merck Canada Inc. (product),Zos ZOSTAVAX MC,Zona ZOSTAVAX MC,Zostavax®,Zostavax®,Zostavax® (Zos),Zostavax® (Zos),Zos-Live,Zona-vivant,407746005,02315939,Merck Canada Inc.,Cancelled,0.65,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
19321000087101,ZOSTAVAX II 19400 plaque forming units per 0.65 milliliter powder and diluent for suspension for injection Merck Canada Inc. (product),Zos ZOSTAVAX II MC,Zona ZOSTAVAX II MC,Zostavax® II,Zostavax® II,Zostavax® II (Zos),Zostavax® II (Zos),Zos-Live,Zona-vivant,407746005,02375516,Merck Canada Inc.,Marketed,0.65,ml,See Product Monograph,Subcutaneous: SC,FALSE,2019-11-07
6891000087102,VAQTA 25 units per 0.5 milliliter suspension for injection Merck Canada Inc. (product),HA VAQTA pediatric MC,HA VAQTA pédiatrique MC,Vaqta® pediatric,Vaqta® pediatric,Vaqta® pediatric (HA),Vaqta® pediatric (HA),HA-pediatric,HA,9811000087103,N/A,Merck Canada Inc.,Deprecated,0.5,ml,25 units/0.5ml,Intramuscular: IM,FALSE,2019-11-07
19311000087109,"BEXSERO suspension for injection Novartis Vaccines and Diagnostics, Inc. (product)",Men-B BEXSERO NVD,Men-B BEXSERO NVD,BEXSERO®,BEXSERO®,BEXSERO® (Men-B),BEXSERO® (Men-B),Men-B,Men-B,785864002,02417030,"Novartis Vaccines and Diagnostics, Inc.",Deprecated,0.5,ml,See Product Monograph,Intramuscular: IM,FALSE,2019-11-07
